product_name,product_link,shop_name,shop_link,price,est_mo_sales,est_mo_revenue,est_total_sales,reviews,listing_age,favorites,avg_reviews,views,category,description_character_count,shop_age,visibility_score,conversion_rate,total_shop_sales,tags,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,image_path
Personalized Wedding Guestbook & Welcome Sign - New Home Gift - Layered Wood Wedding Guest Book Alternative - Family Name Wood Sign,https://www.etsy.com/listing/1475920358/personalized-wedding-guestbook-welcome,ascHandcraftedWoods,https://www.etsy.com/shop/ascHandcraftedWoods,148,167,61721,1722,479,16 Mo.,10188,29,292465,Home & Living,,33,100,0.59,5866,"wedding guestbook,guest book wedding,welcome sign,guest book sign,wooden guestbook,Wedding Guest Book,Wedding Sign,Wedding Decorations,Layered wood,personalized wedding,custom wedding,unique guest book,custom wedding gift",wedding guestbook,guest book wedding,welcome sign,guest book sign,wooden guestbook,Wedding Guest Book,Wedding Sign,Wedding Decorations,Layered wood,personalized wedding,custom wedding,unique guest book,custom wedding gift,../data/images/Personalized_Wedding_Guestbook___Welcome_Sign___Ne.png
Softest Bridesmaid Pajamas - Bridal Party Gifts - Bridesmaid Gifts - Pajamas - Bachelorette Party Gifts - Personalized Gifts - Getting Ready,https://www.etsy.com/listing/1088660659/softest-bridesmaid-pajamas-bridal-party,TaniriDesigns,https://www.etsy.com/shop/TaniriDesigns,48,1284,61619,46393,6504,36 Mo.,32751,180,971223,Weddings,,59,100,4.78,141149,"valentine day gift,bridesmaid pajamas,bridal party gift,personalized gifts,pajama set,bride pajamas,monogram pajama set,women pajama set,bridal pajamas,wedding pajamas,bridesmaid gift,bachelorette party,dusty blue pajamas",valentine day gift,bridesmaid pajamas,bridal party gift,personalized gifts,pajama set,bride pajamas,monogram pajama set,women pajama set,bridal pajamas,wedding pajamas,bridesmaid gift,bachelorette party,dusty blue pajamas,../data/images/Softest_Bridesmaid_Pajamas___Bridal_Party_Gifts___.png
"Custom Wooden Guitar Picks Box,Personalized Guitar Pick Holder Storage,Wood Guitar Plectrum Organizer Case,Music Gift for Guitarist Musician",https://www.etsy.com/listing/1601632705/custom-wooden-guitar-picks,CraftsByAden,https://www.etsy.com/shop/CraftsByAden,17,3655,61258,36587,7447,10 Mo.,26965,744,679797,"Books, Movies & Music",,27,100,5.38,140438,"Guitar Pick Storage,Guitar Pick Holder,Customized Pick Case,Engraving Pick Case,Custom Guitar Picks,Gift for Guitarist,Gift for Musician,Guitar picks,wooden guitar picks,engrave guitar picks,guitar picks box,Guitar picks custom,guitar picks name",Guitar Pick Storage,Guitar Pick Holder,Customized Pick Case,Engraving Pick Case,Custom Guitar Picks,Gift for Guitarist,Gift for Musician,Guitar picks,wooden guitar picks,engrave guitar picks,guitar picks box,Guitar picks custom,guitar picks name,../data/images/Custom_Wooden_Guitar_Picks_Box_Personalized_Guitar.png
Personalized Name Necklaces - Silver Name Necklace - Gold Mama Necklace - Custom Name Necklace - Name Necklace - Gift for Her Mama Mum - NN1,https://www.etsy.com/listing/902096615/personalized-name-necklaces-silver-name,NorthstormCA,https://www.etsy.com/shop/NorthstormCA,36,1686,60814,77645,13629,46 Mo.,55596,296,2191944,Jewelry,,51,100,3.54,115821,"gold name necklace,Christmas gift,silver name necklace,name jewelry,custom name necklace,gold mama necklace,personalized name,gift for her,gifts for mom,personalized gift,gift necklace,name necklace,necklaces",gold name necklace,Christmas gift,silver name necklace,name jewelry,custom name necklace,gold mama necklace,personalized name,gift for her,gifts for mom,personalized gift,gift necklace,name necklace,necklaces,../data/images/Personalized_Name_Necklaces___Silver_Name_Necklace.png
"Ultimate Mockup Mega Bundle - High-quality mockups of popular shirts like Bella Canvas, Gildan, and Comfort Colors.",https://www.etsy.com/listing/1433546988/ultimate-mockup-mega-bundle-high-quality,TrendsetterMockups,https://www.etsy.com/shop/TrendsetterMockups,200,301,60194,5434,1066,18 Mo.,3056,59,98567,Art & Collectibles,,25,100,5.51,55986,"whole shop bundle,tshirt mockup boho,whole shop mockup,mockup tshirt black,pod mock up model,bella canvas mockups,gildan 18000 mockup,gildan 5000,Bella canvas 3001,comfort colors 1717,next level,cc1717 crewneck,mens mockup bundle",whole shop bundle,tshirt mockup boho,whole shop mockup,mockup tshirt black,pod mock up model,bella canvas mockups,gildan 18000 mockup,gildan 5000,Bella canvas 3001,comfort colors 1717,next level,cc1717 crewneck,mens mockup bundle,../data/images/Ultimate_Mockup_Mega_Bundle___High_quality_mockups.png
"Double Name Ring • Two Name Ring in Sterling Silver, Gold and Rose Gold • Personalized Gift For Mom • Best Friend Gift • RM75F68",https://www.etsy.com/listing/776377544/double-name-ring-two-name-ring-in,CaitlynMinimalist,https://www.etsy.com/shop/CaitlynMinimalist,32,1907,60071,103026,21287,54 Mo.,167653,394,3764334,Jewelry,,118,100,2.74,3116334,"CUSTOM NAME RING,DOUBLE NAME RING,TWO NAME RING,PERSONALIZED JEWELRY,PERSONALIZED GIFT,PERSONALIZED RING,MOTHER DAUGHTER GIFT,CAITLYNMINIMALIST,CUSTOM RING,BEST FRIEND GIFT,GIFT FOR MOM,GIFT FOR HER,MOM GIFT",CUSTOM NAME RING,DOUBLE NAME RING,TWO NAME RING,PERSONALIZED JEWELRY,PERSONALIZED GIFT,PERSONALIZED RING,MOTHER DAUGHTER GIFT,CAITLYNMINIMALIST,CUSTOM RING,BEST FRIEND GIFT,GIFT FOR MOM,GIFT FOR HER,MOM GIFT,../data/images/Double_Name_Ring___Two_Name_Ring_in_Sterling_Silve.png
"Baby Blanket, Baby gift, Newborn gift, Personalized Name, Stroller Blanket, Newborn Baby Gift, Soft Breathable Cotton Knit, baby shower Gift",https://www.etsy.com/listing/1554919480/baby-blanket-baby-gift-newborn-gift,BabyShop77,https://www.etsy.com/shop/BabyShop77,19,3075,58425,36946,8015,12 Mo.,46875,667,1452979,Home & Living,,36,100,2.54,80964,"Baby Blanket,Baby name,Embroidered blanket,Personalized Blanket,Personalized Name,Baby Gift,Blanket with name,Embroidered Blankets,Custom Baby name,Custom blanket,Custom Blanket baby,Baby Gifts,Newborn gift",Baby Blanket,Baby name,Embroidered blanket,Personalized Blanket,Personalized Name,Baby Gift,Blanket with name,Embroidered Blankets,Custom Baby name,Custom blanket,Custom Blanket baby,Baby Gifts,Newborn gift,../data/images/Baby_Blanket__Baby_gift__Newborn_gift__Personalize.png
Personalized Name Necklace - Initial Necklace - Letter Necklace - Custom Necklace - Wife Gifts - Gifts For Mom - Minimalist- Christmas  Gift,https://www.etsy.com/listing/706792888/personalized-name-necklace-initial,BELKYmood,https://www.etsy.com/shop/BELKYmood,31,1837,57774,113965,20039,62 Mo.,99714,323,3049551,Jewelry,,62,100,3.74,221187,"Letter Necklace,Gold Necklace,Gift Necklace,personalized jewelry,gifts for her,gifts for wife,mothers necklace,sideways initial,initial jewelry,Minimalist,Gifts for Mom,Christmas Gift,new mom gift",Letter Necklace,Gold Necklace,Gift Necklace,personalized jewelry,gifts for her,gifts for wife,mothers necklace,sideways initial,initial jewelry,Minimalist,Gifts for Mom,Christmas Gift,new mom gift,../data/images/Personalized_Name_Necklace___Initial_Necklace___Le.png
"10K Solid Gold Rope Chain Gold Rope Necklace 2mm 2.5mm 2.8mm 3mm 3.5mm 4mm 5mm 6mm 7mm 8mm | 14&#39;&#39; 16&#39;&#39; 18&#39;&#39; 20&quot; 22&#39;&#39;  10K Mens Chain, Womans",https://www.etsy.com/listing/1037602636/10k-solid-gold-rope-chain-gold-rope,AMJEWELRYNYC,https://www.etsy.com/shop/AMJEWELRYNYC,180,108,56034,1650,532,38 Mo.,5527,14,513851,Jewelry,,44,100,0.32,86012,"gold chain,10k gold chain,real gold chain,chain for pendant,ladies gold chain,chain,10k gold rope chain,Dainty 10k chain,gold rope necklace,gold rope chain,mens rope chain,10k hollow gold,womens gold chain",gold chain,10k gold chain,real gold chain,chain for pendant,ladies gold chain,chain,10k gold rope chain,Dainty 10k chain,gold rope necklace,gold rope chain,mens rope chain,10k hollow gold,womens gold chain,../data/images/10K_Solid_Gold_Rope_Chain_Gold_Rope_Necklace_2mm_2.png
"Custom Pet Cocktail Napkins, Dog Wedding Napkins, Custom Pet Cocktail Napkins, Customized Pet Napkins, Custom Pet Portrait Wedding Napkins",https://www.etsy.com/listing/1317707006/custom-pet-cocktail-napkins-dog-wedding,MadeWithAMissionGift,https://www.etsy.com/shop/MadeWithAMissionGift,130,183,55377,2633,710,23 Mo.,4116,30,124937,Paper & Party Supplies,,47,100,2.11,8316,"dog cocktail napkins,bridal shower decor,Engagement Party,Dog Napkins,personalized napkin,custom napkins,wedding napkins,party napkins,Wedding favors,wedding decor,Personalized napkins,Dog wedding,Custom Bar Napkins",dog cocktail napkins,bridal shower decor,Engagement Party,Dog Napkins,personalized napkin,custom napkins,wedding napkins,party napkins,Wedding favors,wedding decor,Personalized napkins,Dog wedding,Custom Bar Napkins,../data/images/Custom_Pet_Cocktail_Napkins__Dog_Wedding_Napkins__.png
"Business Logo Sign, Laser Cut Sign, Beauty Salon Sign, 3D Business Sign, Business Sign, Custom Laser Cut Signs, Logo With Raised 3D Design",https://www.etsy.com/listing/1773628248/business-logo-sign-laser-cut-sign-beauty,ByChelseaNicole,https://www.etsy.com/shop/ByChelseaNicole,30,1839,55170,1839,76,1 Mo.,6,76,331,Home & Living,,58,84,555.59,120009,"Beauty salon sign,business sign,custom business logo,business logo,3d business sign,laser cut logo sign,business logo sign,business logo design,sign for business,wooden business sign,acrylic sign,custom logo sign,outdoor sign",Beauty salon sign,business sign,custom business logo,business logo,3d business sign,laser cut logo sign,business logo sign,business logo design,sign for business,wooden business sign,acrylic sign,custom logo sign,outdoor sign,../data/images/Business_Logo_Sign__Laser_Cut_Sign__Beauty_Salon_S.png
"Bridesmaid Pajamas Set of 4,5,6,7,8,9,10,11,12,13,14,15, Bridesmaids Gifts, Pajama Sets, Bridal Party PJ Sets, Bridesmaid Pajama, Pyjama Set",https://www.etsy.com/listing/1665582118/bridesmaid-pajamas-set-of,GlamBridalGifts,https://www.etsy.com/shop/GlamBridalGifts,160,342,54693,2423,305,7 Mo.,2821,43,193142,Weddings,,102,100,1.25,96849,"bridesmaid PJ set,bridesmaids pajamas,Set of 6 pajamas,Set of 8 Pajamas,Set of 7 Pajamas,Set of Pajamas,Bridesmaid Pajamas,Bridesmaid Gifts,Pajamas Set,Pyjama Set,Satin Pjs Set,Personalized Pjs,Bridesmaid Pjs Set",bridesmaid PJ set,bridesmaids pajamas,Set of 6 pajamas,Set of 8 Pajamas,Set of 7 Pajamas,Set of Pajamas,Bridesmaid Pajamas,Bridesmaid Gifts,Pajamas Set,Pyjama Set,Satin Pjs Set,Personalized Pjs,Bridesmaid Pjs Set,../data/images/Bridesmaid_Pajamas_Set_of_4_5_6_7_8_9_10_11_12_13_.png
Kamala Harris - Tim Walz for president - Unity Over Division  -  Political Yard Lawn Sign With Metal Post - 24&quot; x 18&quot; (Buy 2 Get 1 FREE),https://www.etsy.com/listing/1758198604/kamala-harris-tim-walz-for-president,KarmaSigns,https://www.etsy.com/shop/KarmaSigns,29,1888,54658,1888,290,1 Mo.,832,290,28147,Home & Living,,144,100,6.71,11272,"home decor,yard,Democrat,Sign,feminist,women's rights,Kamala,Harris,President,Kamala Harris 2024,Unity Over Division,Tim Walz,Vice President",home decor,yard,Democrat,Sign,feminist,women's rights,Kamala,Harris,President,Kamala Harris 2024,Unity Over Division,Tim Walz,Vice President,../data/images/Kamala_Harris___Tim_Walz_for_president___Unity_Ove.png
"Matte Finished Fireplace Mantel, Fireplace Mantel, Mantel, Mantle, Rustic Mantel, Beam, Wood Mantel, Wall Shelf, Floating Mantel",https://www.etsy.com/listing/741146341/matte-finished-fireplace-mantel,NotableWoodDesign,https://www.etsy.com/shop/NotableWoodDesign,349,154,53746,9156,2379,59 Mo.,18415,40,1002846,Home & Living,,82,100,0.91,13605,"Mantel,Mantle,Fireplace Mantel,Distressed Mantel,Wood Mantel,Rustic Mantel,Floating Shelf,Floating Mantel,Fireplace,Reclaimed Mantel,Farmhouse Mantel,Wood Mantle,Fireplace Mantle",Mantel,Mantle,Fireplace Mantel,Distressed Mantel,Wood Mantel,Rustic Mantel,Floating Shelf,Floating Mantel,Fireplace,Reclaimed Mantel,Farmhouse Mantel,Wood Mantle,Fireplace Mantle,../data/images/Matte_Finished_Fireplace_Mantel__Fireplace_Mantel_.png
"Custom National Park Sign, Wedding Sign, camp wedding, Hiker Gift, Nature Lover, Anniversary, park theme, RV Camping",https://www.etsy.com/listing/1328469482/custom-national-park-sign-wedding-sign,TimberandStain,https://www.etsy.com/shop/TimberandStain,98,387,53288,4308,1059,22 Mo.,15593,48,234893,Home & Living,,46,100,1.83,15301,"National Parks,Wedding Adventure,Personalized RV,Camper sign,National Park Custom,Hiking Sign,Outdoor lover,Wedding sign,nature lover,Outdoorsy gift,personalized,national park,rv sign",National Parks,Wedding Adventure,Personalized RV,Camper sign,National Park Custom,Hiking Sign,Outdoor lover,Wedding sign,nature lover,Outdoorsy gift,personalized,national park,rv sign,../data/images/Custom_National_Park_Sign__Wedding_Sign__camp_wedd.png
"Anniversary Gift for Him,Wood Watch,Personalized Watch,Engraved Watch,Wooden Watch,Groomsmen Watch,Mens Watch,Boyfriend Gift for Men",https://www.etsy.com/listing/653731908/anniversary-gift-for-himwood,stayfineofficial,https://www.etsy.com/shop/stayfineofficial,112,471,52978,32619,9973,69 Mo.,54765,144,1518965,Jewelry,,75,100,2.15,56040,"Personalized watch,Mens Watch,Engraved Watch,Groomsmen Watch,Anniversary Gift,boyfriend gift,wooden watch,monogrammed watch,Gift for Him,Wood watch,gift for men,watch for men,gifts for men",Personalized watch,Mens Watch,Engraved Watch,Groomsmen Watch,Anniversary Gift,boyfriend gift,wooden watch,monogrammed watch,Gift for Him,Wood watch,gift for men,watch for men,gifts for men,../data/images/Anniversary_Gift_for_Him_Wood_Watch_Personalized_W.png
Family Christmas Ornament - Personalized Ornament With Names - Christmas Tree Ornament,https://www.etsy.com/listing/1576824434/family-christmas-ornament-personalized,APKhome,https://www.etsy.com/shop/APKhome,17,3210,52965,35353,7180,11 Mo.,20244,652,530858,Home & Living,,48,100,6.66,69022,"Family Ornament,Christmas Ornament,Personalized,With Names,Christmas Tree,Wood,Custom,gift for family,xmas decor,wooden ornament",Family Ornament,Christmas Ornament,Personalized,With Names,Christmas Tree,Wood,Custom,gift for family,xmas decor,wooden ornament,--,--,--,../data/images/Family_Christmas_Ornament___Personalized_Ornament_.png
"Custom Embroidered Mama Sweatshirt with Kids Name on Sleeve, Personalized Mom Sweatshirt, Minimalist Momma Sweater, Mothers Day Gift for Mom",https://www.etsy.com/listing/1538520418/custom-embroidered-mama-sweatshirt-with,LisaclosetStore,https://www.etsy.com/shop/LisaclosetStore,59,897,52842,11673,3070,13 Mo.,14194,236,471910,Clothing,,24,100,2.47,29258,"Custom Mama,Embroidered Mama,Mama Sweatshirt,Custom Mom Sweater,Personalized Mama,Mom Sweatshirt,Custom Embroidered,gift for mom,mom gift,gift mother,mom birthday gift,gift for new mom,mother daughter gift",Custom Mama,Embroidered Mama,Mama Sweatshirt,Custom Mom Sweater,Personalized Mama,Mom Sweatshirt,Custom Embroidered,gift for mom,mom gift,gift mother,mom birthday gift,gift for new mom,mother daughter gift,../data/images/Custom_Embroidered_Mama_Sweatshirt_with_Kids_Name_.png
TOP SELLER - From the Library of Book Embosser Custom Personalized From the Library of Book Belongs to Ex Libris Book Lover Gift 1 5/8&quot;,https://www.etsy.com/listing/1167525912/top-seller-from-the-library-of-book,PickledStamps,https://www.etsy.com/shop/PickledStamps,23,2247,51681,69731,14462,31 Mo.,80417,466,2377250,Craft Supplies & Tools,,74,100,2.93,198268,"book embosser,embosser,ex libris,embossers,custom book embosser,book stamp,from the library of,this book belongs to,read it love it,custom embosser,personalized name,floral,floral stamp",book embosser,embosser,ex libris,embossers,custom book embosser,book stamp,from the library of,this book belongs to,read it love it,custom embosser,personalized name,floral,floral stamp,../data/images/TOP_SELLER___From_the_Library_of_Book_Embosser_Cus.png
"100 Customizable LED Foam Sticks, Wands, Batons, Light Up LED Foam Stick. Pack of 16 Inch Multi or Single Color Flashing Glow",https://www.etsy.com/listing/1230735587/100-customizable-led-foam-sticks-wands,WoosterCo,https://www.etsy.com/shop/WoosterCo,134,237,51409,2891,786,28 Mo.,11547,28,311678,Weddings,,61,100,0.93,19996,"Party Supplies,LED Foam Sticks,Foam Sticks,Wedding Sticks,Party Sticks,LED Glow Sticks,Party Props,Party Favors,Glow Wands,Flashing Stick,LED Foam Stick,Valentine,Love",Party Supplies,LED Foam Sticks,Foam Sticks,Wedding Sticks,Party Sticks,LED Glow Sticks,Party Props,Party Favors,Glow Wands,Flashing Stick,LED Foam Stick,Valentine,Love,../data/images/100_Customizable_LED_Foam_Sticks__Wands__Batons__L.png
"Coffee Table - South American Walnut, Live Edge Coffee Table, Wood Coffee Table, Walnut Coffee Table, Modern Coffee Table with U Shaped Legs",https://www.etsy.com/listing/1028007759/coffee-table-south-american-walnut-live,KeelanScott,https://www.etsy.com/shop/KeelanScott,450,114,51299,4627,1302,40 Mo.,16275,32,608088,Home & Living,,59,100,0.76,15375,"coffee table,live edge table,mid century modern,modern coffee table,handmade table,live edge coffee,coffee table legs,reclaimed wood,wood furniture,hairpin legs,round coffee table,walnut,walnut coffee table",coffee table,live edge table,mid century modern,modern coffee table,handmade table,live edge coffee,coffee table legs,reclaimed wood,wood furniture,hairpin legs,round coffee table,walnut,walnut coffee table,../data/images/Coffee_Table___South_American_Walnut__Live_Edge_Co.png
